FILE;LOSS;TIPO;IMAGES;FONTS;SIZE;CREATOR;PRODUCER;TAGGED;FORM;PAGES;ENCRYPTED;OPTIMIZED;PAGESIZE;VERSION;ROTATION;PAGELINESFIRST;PAGELINESSECOND;PAGELINESLAST;FWORDS1;TWORDS1
F001;.22;txt;3;5;118266;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;34;16;34;11;211
F002;*  1;txt;3;5;118548;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;38;16;34;16;240
F003;.13;ocr;1;0;274558;none;none;no;none;1;no;yes;841.89 x 595.276 pts (A4);1.4;270;1;0;0;0;0
F004;.17;txt;3;10;86078;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ ;no;none;3;no;yes;595 x 842 pts (A4);1.5;0;24;36;70;1;60
F005;.04;ocr;3;4;355091;PFU ScanSnap Manager 6.2.20 #iX500 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: Adobe PDF Scan Library 3.2) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;43;11;11;1;168
F006;.05;txt;6;11;269773;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F007;.19;ocr;18;0;29915;KMBT_C364 ;KONICA MINOLTA bizhub C364 ;no;none;1;no;yes;595.08 x 841.68 pts;1.4;0;1;0;0;0;0
F008;.02;ocr;6;0;278590;PDFCreator Version 1.5.0 ;GPL Ghostscript 9.05 ;no;none;2;no;no;595 x 842 pts (A4);1.4;90;1;1;1;0;0
F009;.08;ocr;5;0;477850;250;250;no;none;5;no;yes;841.68 x 595.08 pts;1.4;0;1;1;1;0;0
F010;.20;txt;1;2;67751;Microsoft Office Word ;Aspose.Words for .NET 10.3.0.0 ;no;none;1;no;yes;595.3 x 841.9 pts (A4);1.5;0;36;0;0;16;170
F011;.06;txt;4;9;309361;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ M i c r o s o f t ®   W o r d   2 0 1 0) ;no;none;3;no;no;595 x 842 pts (A4);1.5;0;29;81;68;4;106
F012;.09;txt;2;4;984898;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;56;54;1;9;253
F013;.08;ocr;3;3;102362;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F014;.12;ocr;3;3;108858;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F015;.12;txt;28;2;180765;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;4;no;yes;595.32 x 841.92 pts (A4);1.5;0;41;1;1;13;222
F016;.06;txt;142;2;408300;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;11;no;yes;595.32 x 841.92 pts (A4);1.5;0;52;1;1;15;246
F017;.06;txt;110;2;328880;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;AcroForm;9;no;yes;595.32 x 841.92 pts (A4);1.5;0;53;1;1;13;203
F018;.15;txt;0;6;660745;PDFCreator 2.2.2.0 Producer:       PDFCreator 2.2.2.0;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F019;.15;txt;142;2;345042;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;10;no;yes;595.32 x 841.92 pts (A4);1.5;0;55;1;1;19;289
F020;.07;txt;2;6;129836;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F021;*  1;ocr;3;0;1759112;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;3;no;yes;595.2 x 841.44 pts;1.4;0;1;1;1;0;0
F022;*  1;ocr;1;0;378841;RICOH MP C5503 ;RICOH MP C5503 ;no;none;1;no;yes;841.92 x 595.2 pts (A4);1.4;90;1;0;0;0;0
F023;.10;txt;2;8;173106;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F024;.09;txt;5;18;148488;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;5;no;no;595 x 842 pts (A4);1.4;0;36;40;39;9;127
F025;.08;txt;15;22;233552;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;15;no;no;595 x 842 pts (A4);1.4;0;36;22;21;9;129
F026;.20;txt;347;10;9294250;Aspose.Words ;Aspose.Pdf.Kit for .NET 5.4.0.0 ;no;none;349;no;yes;595.35 x 842 pts (A4);1.6;0;55;7;38;16;343
F027;.10;txt;7;4;503559;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;8;no;yes;595 x 842 pts (A4);1.4;0;62;1;32;10;419
F028;.24;ocr;0;2;51805;PDFCreator 2.2.2.0 Producer:       PDFCreator 2.2.2.0 ;PDFCreator 2.2.2.0 ;no;none;1;no;yes;595 x 842 pts (A4);1.6;90;121;0;0;0;162
F029;.18;ocr;2;0;88290;Canon iR1022 ;Canon iR1022 ;no;none;2;no;yes;599.04 x 840.96 pts;1.3;0;1;1;1;0;0
F030;.15;txt;0;2;35240;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;2;no;no;595 x 842 pts (A4);1.4;90;34;3;3;2;60
F031;.11;ocr;25;0;1904637;Xerox Phaser 3635MFP ;Xerox Phaser 3635MFP ;no;none;25;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F032;.12;ocr;2;0;133197;none;none;no;none;2;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;1;1;0;0
F033;.12;txt;2;5;166936;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F034;.09;txt;1;9;1476695;Microsoft® Word 2013 ;Microsoft® Word 2013;no;none;0;no;no;none;none;0;0;0;0;0;0
F035;*  1;txt;12;9;441815;Aspose.Words ;Aspose.Pdf.Kit for .NET 5.4.0.0 ;no;none;14;no;yes;595.35 x 842 pts (A4);1.6;0;61;16;1;14;276
F036;.07;txt;3;6;157642;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F037;.10;txt;0;2;45582;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;43;0;0;14;219
F038;.08;txt;0;2;45384;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;37;0;0;11;208
F039;.21;ocr;3;3;268229;Hewlett-Packard MFP ;PDFsharp 1.31.1789-g (www.pdfsharp.com) (Original: iText 2.1.7 by 1T3XT) ;no;AcroForm;3;no;no;595.32 x 841.92 pts (A4);1.4;0;7;5;5;0;20
F040;.04;ocr;1;2;39317;PDFsharp 1.31.1789-g (www.pdfsharp.com) ;PDFsharp 1.31.1789-g (www.pdfsharp.com) (Original: iText 1.4.5 (by lowagie.com)) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;5;0;0;0;11
F041;.01;txt;6;12;481569;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;43;11;57;2;205
F042;.06;ocr;2;0;677839;KMBT_C360 ;KONICA MINOLTA bizhub C360 ;no;none;2;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F043;.11;txt;5;7;155250;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F044;.04;txt;5;7;155250;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F045;.03;txt;3;8;128056;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F046;.07;txt;5;6;146474;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F047;.03;txt;5;10;210693;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F048;.17;ocr;2;0;307658;RICOH MP 5054 ;RICOH MP 5054 ;no;none;2;no;yes;842.04 x 595.44 pts (A4);1.4;270;1;1;1;0;0
F049;.15;txt;3;8;162211;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F050;.12;txt;5;7;156003;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F051;.09;ocr;3;3;154766;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F052;.88;ocr;9;0;401181;none;none;no;none;9;no;yes;599.04 x 842.04 pts;1.3;0;1;1;1;0;0
F053;.13;ocr;1;0;71569;none;none;no;none;1;no;yes;599.04 x 842.04 pts;1.3;0;1;0;0;0;0
F054;.03;ocr;18;0;387960;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;18;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F055;.05;ocr;6;0;429417;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;6;no;yes;595.44 x 841.92 pts (A4);1.4;0;1;1;1;0;0
F056;.07;ocr;8;0;85293;Canon iR-ADV C5235  PDF ;Adobe PSL 1.2e for Canon ;no;none;2;no;yes;595.2 x 841.44 pts;1.4;0;1;1;1;0;0
F057;.33;ocr;4;0;152028;none;iText 1.4.5 (by lowagie.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F058;.26;ocr;1;3;83420;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;51;0;0;20;264
F059;.30;ocr;1;2;137230;none;iText 2.1.7 by 1T3XT ;no;AcroForm;1;no;no;595.08 x 841.68 pts;1.6;0;9;0;0;0;26
F060;.03;ocr;8;0;51303;KM_554e ;KONICA MINOLTA bizhub 554e ;no;none;1;no;yes;595 x 841 pts;1.4;0;1;0;0;0;0
F061;.05;ocr;24;0;55658;KM_554e ;KONICA MINOLTA bizhub 554e ;no;none;2;no;yes;595 x 841 pts;1.4;0;1;1;1;0;0
F062;.02;ocr;4;0;182591;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;4;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F063;.06;ocr;15;0;685736;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;15;no;no;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F064;.05;ocr;16;0;488892;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;16;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F065;.05;txt;2;7;71788;Nitro Pro 8 ;none;no;AcroForm;3;no;yes;595 x 842 pts (A4);1.7;90;59;15;26;26;216
F066;.05;ocr;1;0;46928;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;1;no;yes;595.08 x 841.68 pts;1.4;0;1;0;0;0;0
F067;.02;txt;3;6;176985;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F068;.02;txt;2;8;173182;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F069;.02;txt;3;26;832976;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;no;none;47;no;no;595 x 842 pts (A4);1.4;0;42;43;11;2;105
F070;.02;txt;2;5;112333;PFU ScanSnap Manager 5.1.30 #S1500 ;Adobe PDF Scan Library 3.2 ;no;none;2;no;yes;588.24 x 842.04 pts;1.3;0;62;1;1;26;350
F071;.02;txt;28;4;1315171;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;29;no;yes;595 x 842 pts (A4);1.4;0;33;1;1;14;274
F072;.02;ocr;22;9;1461724;none;none;no;none;22;no;yes;595 x 842 pts (A4);1.5;0;52;60;77;6;103
F073;.04;txt;3;2;135999;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;3;no;yes;595 x 842 pts (A4);1.3;0;59;50;38;33;287
F074;.14;txt;1;3;60197;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;31;0;0;10;172
